Geographical Location,Report Date,MDS Item Question/Description,MDS Item Response,Percent,Total Residents
South Dakota,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,Never or 1 day,*,*
South Dakota,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,12-14 days,*,*
Tennessee,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,2-6 days,*,*
Tennessee,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,Never or 1 day,*,*
Tennessee,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,12-14 days,*,*
Tennessee,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,7-11 days,*,*
Texas,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,2-6 days,*,*
Texas,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,7-11 days,*,*
Texas,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,Never or 1 day,*,*
Texas,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,12-14 days,*,*
Utah,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,2-6 days,*,*
Utah,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,7-11 days,*,*
Utah,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,12-14 days,*,*
Utah,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,Never or 1 day,*,*
Vermont,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,2-6 days,*,*
Vermont,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,Never or 1 day,*,*
Vermont,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,12-14 days,*,*
Vermont,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,7-11 days,*,*
Virgin Islands,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,2-6 days,*,*
Virgin Islands,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,7-11 days,*,*
Virgin Islands,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,12-14 days,*,*
Virgin Islands,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,Never or 1 day,*,*
Virginia,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,2-6 days,*,*
Virginia,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,7-11 days,*,*
Virginia,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,12-14 days,*,*
Virginia,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,Never or 1 day,*,*
Washington,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,2-6 days,*,*
Washington,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,7-11 days,*,*
Washington,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,12-14 days,*,*
Washington,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,Never or 1 day,*,*
West Virginia,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,2-6 days,*,*
West Virginia,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,7-11 days,*,*
West Virginia,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,Never or 1 day,*,*
West Virginia,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,12-14 days,*,*
Wisconsin,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,2-6 days,*,*
Wisconsin,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,7-11 days,*,*
Wisconsin,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,Never or 1 day,*,*
Wisconsin,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,12-14 days,*,*
Wyoming,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,2-6 days,*,*
Wyoming,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,7-11 days,*,*
Wyoming,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,12-14 days,*,*
Wyoming,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,Never or 1 day,*,*
National Total,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,2-6 days,*,*
National Total,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,Never or 1 day,*,*
National Total,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,12-14 days,*,*
National Total,"Q1, 2025",D0200F2: Mood - Resident Mood Interview - Feeling Bad Abut Yourself - Symptom Frequency,7-11 days,*,*
Alabama,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
Alabama,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
Alabama,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
Alaska,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
Alaska,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
Alaska,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
Arizona,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
Arizona,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
Arizona,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
Arkansas,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
Arkansas,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
Arkansas,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
California,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
California,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
California,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
Colorado,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
Colorado,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
Colorado,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
Connecticut,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
Connecticut,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
Connecticut,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
Delaware,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
Delaware,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
Delaware,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
District of Columbia,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
District of Columbia,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
District of Columbia,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
Florida,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
Florida,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
Florida,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
Georgia,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
Georgia,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
Georgia,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
Hawaii,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
Hawaii,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
Hawaii,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
Idaho,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
Idaho,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
Idaho,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
Illinois,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
Illinois,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
Illinois,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
Indiana,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
Indiana,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
Indiana,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
Iowa,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
Iowa,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
Iowa,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
Kansas,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
Kansas,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
Kansas,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
Kentucky,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
Kentucky,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
Kentucky,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
Louisiana,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
Louisiana,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
Louisiana,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
Maine,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
Maine,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
Maine,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
Maryland,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
Maryland,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
Maryland,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
Massachusetts,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
Massachusetts,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
Massachusetts,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
Michigan,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
Michigan,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
Michigan,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
Minnesota,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
Minnesota,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
Minnesota,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
Mississippi,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
Mississippi,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
Mississippi,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
Missouri,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
Missouri,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
Missouri,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
Montana,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
Montana,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
Montana,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
Nebraska,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
Nebraska,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
Nebraska,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
Nevada,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
Nevada,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
Nevada,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
New Hampshire,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
New Hampshire,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
New Hampshire,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
New Jersey,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
New Jersey,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
New Jersey,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
New Mexico,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
New Mexico,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
New Mexico,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
New York,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
New York,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
New York,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
North Carolina,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
North Carolina,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
North Carolina,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
North Dakota,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
North Dakota,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
North Dakota,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
Ohio,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
Ohio,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
Ohio,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
Oklahoma,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
Oklahoma,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
Oklahoma,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
Oregon,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
Oregon,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
Oregon,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
Pennsylvania,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
Pennsylvania,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
Pennsylvania,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
Puerto Rico,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
Puerto Rico,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
Puerto Rico,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
Rhode Island,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
Rhode Island,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
Rhode Island,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
South Carolina,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
South Carolina,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
South Carolina,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
South Dakota,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
South Dakota,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
South Dakota,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
Tennessee,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
Tennessee,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
Tennessee,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
Texas,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
Texas,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
Texas,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
Utah,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
Utah,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
Utah,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
Vermont,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
Vermont,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
Vermont,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
Virgin Islands,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
Virgin Islands,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
Virgin Islands,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
Virginia,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
Virginia,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
Virginia,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
Washington,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
Washington,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
Washington,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
West Virginia,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
West Virginia,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
West Virginia,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
Wisconsin,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
Wisconsin,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
Wisconsin,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
Wyoming,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
Wyoming,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
Wyoming,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
National Total,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No,*,*
National Total,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,Yes,*,*
National Total,"Q1, 2025",D0200G1: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Presence,No response,*,*
Alabama,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,2-6 days,*,*
Alabama,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,7-11 days,*,*
Alabama,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,Never or 1 day,*,*
Alabama,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,12-14 days,*,*
Alaska,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,2-6 days,*,*
Alaska,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,7-11 days,*,*
Alaska,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,Never or 1 day,*,*
Alaska,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,12-14 days,*,*
Arizona,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,2-6 days,*,*
Arizona,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,Never or 1 day,*,*
